No,year,month,day,hour,N,Q,A,TRI,OD
1,2021,1,1,0,31.70,390,9203.74,421,2.6
2,2021,1,1,1,31.57,390,9338.23,421,2.6
3,2021,1,1,2,31.39,390,9368.27,421,2.6
4,2021,1,1,3,31.27,390,9380.56,421,2.6
5,2021,1,1,4,31.20,390,9386.75,421,2.6
6,2021,1,1,5,31.15,390,9389.38,421,2.6
7,2021,1,1,6,31.11,390,9390.34,421,2.6
8,2021,1,1,7,31.08,390,9390.54,421,2.6
9,2021,1,1,8,31.06,390,9390.43,421,2.6
10,2021,1,1,9,31.04,390,9390.21,421,2.6
11,2021,1,1,10,31.02,390,9389.98,421,2.6
12,2021,1,1,11,31.00,390,9389.73,421,2.6
13,2021,1,1,12,30.99,390,9389.54,421,2.6
14,2021,1,1,13,30.98,390,9389.33,421,2.6
15,2021,1,1,14,30.97,390,9389.16,421,2.6
16,2021,1,1,15,30.96,390,9388.99,421,2.6
17,2021,1,1,16,30.96,390,9388.86,421,2.6
18,2021,1,1,17,30.95,390,9388.71,421,2.6
19,2021,1,1,18,30.95,390,9388.60,421,2.6
20,2021,1,1,19,30.94,390,9388.47,421,2.6
21,2021,1,1,20,30.94,390,9388.38,421,2.6
22,2021,1,1,21,30.93,390,9388.30,421,2.6
23,2021,1,1,22,30.93,390,9388.16,421,2.6
24,2021,1,1,23,30.92,390,9388.04,421,2.6
25,2021,1,2,0,30.92,390,9387.95,421,2.6
26,2021,1,2,1,30.92,390,9387.86,421,2.6
27,2021,1,2,2,30.92,390,9387.76,421,2.6
28,2021,1,2,3,30.91,390,9387.67,421,2.6
29,2021,1,2,4,30.91,390,9387.57,421,2.6
30,2021,1,2,5,30.91,390,9387.48,421,2.6
31,2021,1,2,6,30.91,390,9387.38,421,2.6
32,2021,1,2,7,30.91,390,9387.30,421,2.6
33,2021,1,2,8,30.90,390,9387.24,421,2.6
34,2021,1,2,9,30.90,390,9387.17,421,2.6
35,2021,1,2,10,30.90,390,9387.09,421,2.6
36,2021,1,2,11,30.90,390,9387.01,421,2.6
37,2021,1,2,12,30.90,390,9386.94,421,2.6
38,2021,1,2,13,30.90,390,9386.87,421,2.6
39,2021,1,2,14,30.89,390,9386.80,421,2.6
40,2021,1,2,15,30.89,390,9386.74,421,2.6
41,2021,1,2,16,30.89,390,9386.68,421,2.6
42,2021,1,2,17,30.89,390,9386.61,421,2.6
43,2021,1,2,18,30.89,390,9386.54,421,2.6
44,2021,1,2,19,30.89,390,9386.48,421,2.6
45,2021,1,2,20,30.89,390,9386.42,421,2.6
46,2021,1,2,21,30.89,390,9386.36,421,2.6
47,2021,1,2,22,30.89,390,9386.30,421,2.6
48,2021,1,2,23,30.89,390,9386.24,421,2.6
49,2021,1,3,0,30.89,390,9386.18,421,2.6
50,2021,1,3,1,30.88,390,9386.13,421,2.6
51,2021,1,3,2,30.88,390,9386.07,421,2.6
52,2021,1,3,3,30.88,390,9386.02,421,2.6
53,2021,1,3,4,30.88,390,9385.96,421,2.6
54,2021,1,3,5,30.88,390,9385.91,421,2.6
55,2021,1,3,6,30.88,390,9385.87,421,2.6
56,2021,1,3,7,30.88,390,9385.83,421,2.6
57,2021,1,3,8,30.88,390,9385.78,421,2.6
58,2021,1,3,9,30.88,390,9385.74,421,2.6
59,2021,1,3,10,30.88,390,9385.69,421,2.6
60,2021,1,3,11,30.88,390,9385.65,421,2.6
61,2021,1,3,12,30.88,390,9385.61,421,2.6
62,2021,1,3,13,30.88,390,9385.57,421,2.6
63,2021,1,3,14,30.88,390,9385.52,421,2.6
64,2021,1,3,15,30.88,390,9385.48,421,2.6
65,2021,1,3,16,30.88,390,9385.43,421,2.6
66,2021,1,3,17,30.88,390,9385.39,421,2.6
67,2021,1,3,18,30.88,390,9385.36,421,2.6
68,2021,1,3,19,30.88,390,9385.33,421,2.6
69,2021,1,3,20,30.88,390,9385.27,421,2.6
70,2021,1,3,21,30.88,390,9385.24,421,2.6
71,2021,1,3,22,30.87,390,9385.21,421,2.6
72,2021,1,3,23,30.87,390,9385.21,421,2.6
73,2021,1,4,0,30.84,390,7636.27,80,2.6
74,2021,1,4,1,30.93,390,8515.10,80,2.6
75,2021,1,4,2,31.89,390,8687.10,80,2.6
76,2021,1,4,3,32.70,390,8763.89,80,2.6
77,2021,1,4,4,33.10,390,8832.91,80,2.6
78,2021,1,4,5,33.32,390,8881.97,80,2.6
79,2021,1,4,6,33.46,390,8915.58,80,2.6
80,2021,1,4,7,33.55,390,8939.80,80,2.6
81,2021,1,4,8,33.60,390,8957.68,80,2.6
82,2021,1,4,9,33.64,390,8970.89,80,2.6
83,2021,1,4,10,33.66,390,8980.61,80,2.6
84,2021,1,4,11,33.68,390,8987.96,80,2.6
85,2021,1,4,12,33.69,390,8993.73,80,2.6
86,2021,1,4,13,33.70,390,8998.25,80,2.6
87,2021,1,4,14,33.71,390,9001.84,80,2.6
88,2021,1,4,15,33.71,390,9004.68,80,2.6
89,2021,1,4,16,33.72,390,9007.05,80,2.6
90,2021,1,4,17,33.73,390,9009.00,80,2.6
91,2021,1,4,18,33.74,390,9010.66,80,2.6
92,2021,1,4,19,33.74,390,9012.08,80,2.6
93,2021,1,4,20,33.75,390,9013.29,80,2.6
94,2021,1,4,21,33.76,390,9014.38,80,2.6
95,2021,1,4,22,33.77,390,9015.37,80,2.6
96,2021,1,4,23,33.78,390,9016.25,80,2.6
97,2021,1,5,0,33.79,390,9017.03,80,2.6
98,2021,1,5,1,33.80,390,9017.73,80,2.6
99,2021,1,5,2,33.81,390,9018.41,80,2.6
100,2021,1,5,3,33.82,390,9019.07,80,2.6
101,2021,1,5,4,33.82,390,9019.65,80,2.6
102,2021,1,5,5,33.83,390,9020.18,80,2.6
103,2021,1,5,6,33.84,390,9020.69,80,2.6
104,2021,1,5,7,33.85,390,9021.19,80,2.6
105,2021,1,5,8,33.86,390,9021.67,80,2.6
106,2021,1,5,9,33.87,390,9022.10,80,2.6
107,2021,1,5,10,33.88,390,9022.49,80,2.6
108,2021,1,5,11,33.88,390,9022.87,80,2.6
109,2021,1,5,12,33.89,390,9023.22,80,2.6
110,2021,1,5,13,33.90,390,9023.57,80,2.6
111,2021,1,5,14,33.91,390,9023.91,80,2.6
112,2021,1,5,15,33.92,390,9024.21,80,2.6
113,2021,1,5,16,33.92,390,9024.50,80,2.6
114,2021,1,5,17,33.93,390,9024.79,80,2.6
115,2021,1,5,18,33.94,390,9025.07,80,2.6
116,2021,1,5,19,33.95,390,9025.32,80,2.6
117,2021,1,5,20,33.95,390,9025.56,80,2.6
118,2021,1,5,21,33.96,390,9025.79,80,2.6
119,2021,1,5,22,33.97,390,9026.03,80,2.6
120,2021,1,5,23,33.97,390,9026.25,80,2.6
121,2021,1,6,0,33.98,390,9026.46,80,2.6
122,2021,1,6,1,33.99,390,9026.38,80,2.6
123,2021,1,6,2,33.99,390,9026.72,80,2.6
124,2021,1,6,3,34.00,390,9027.10,80,2.6
125,2021,1,6,4,34.00,390,9027.09,80,2.6
126,2021,1,6,5,34.01,390,9027.27,80,2.6
127,2021,1,6,6,34.02,390,9027.38,80,2.6
128,2021,1,6,7,34.02,390,9027.50,80,2.6
129,2021,1,6,8,34.03,390,9027.64,80,2.6
130,2021,1,6,9,34.03,390,9027.73,80,2.6
131,2021,1,6,10,34.04,390,9027.83,80,2.6
132,2021,1,6,11,34.04,390,9027.93,80,2.6
133,2021,1,6,12,34.05,390,9028.01,80,2.6
134,2021,1,6,13,34.06,390,9028.08,80,2.6
135,2021,1,6,14,34.06,390,9028.16,80,2.6
136,2021,1,6,15,34.07,390,9028.22,80,2.6
137,2021,1,6,16,34.07,390,9028.28,80,2.6
138,2021,1,6,17,34.08,390,9028.34,80,2.6
139,2021,1,6,18,34.08,390,9028.39,80,2.6
140,2021,1,6,19,34.09,390,9028.42,80,2.6
141,2021,1,6,20,34.09,390,9028.46,80,2.6
142,2021,1,6,21,34.09,390,9028.50,80,2.6
143,2021,1,6,22,34.10,390,9028.51,80,2.6
144,2021,1,6,23,34.10,390,9028.56,80,2.6
145,2021,1,7,0,34.11,390,9028.57,80,2.6
146,2021,1,7,1,34.11,390,9028.59,80,2.6
147,2021,1,7,2,34.12,390,9028.60,80,2.6
148,2021,1,7,3,34.12,390,9028.62,80,2.6
149,2021,1,7,4,34.12,390,9028.61,80,2.6
150,2021,1,7,5,34.13,390,9028.60,80,2.6
151,2021,1,7,6,34.13,390,9028.60,80,2.6
152,2021,1,7,7,34.14,390,9028.59,80,2.6
153,2021,1,7,8,34.14,390,9028.58,80,2.6
154,2021,1,7,9,34.14,390,9028.56,80,2.6
155,2021,1,7,10,34.15,390,9028.55,80,2.6
156,2021,1,7,11,34.15,390,9028.53,80,2.6
157,2021,1,7,12,34.15,390,9028.52,80,2.6
158,2021,1,7,13,34.16,390,9028.51,80,2.6
159,2021,1,7,14,34.16,390,9028.49,80,2.6
160,2021,1,7,15,34.17,390,9028.47,80,2.6
161,2021,1,7,16,34.17,390,9028.42,80,2.6
162,2021,1,7,17,34.17,390,9028.40,80,2.6
163,2021,1,7,18,34.18,390,9028.37,80,2.6
164,2021,1,7,19,34.18,390,9028.34,80,2.6
165,2021,1,7,20,34.18,390,9028.31,80,2.6
166,2021,1,7,21,34.18,390,9028.27,80,2.6
167,2021,1,7,22,34.19,390,9028.23,80,2.6
168,2021,1,7,23,34.19,390,9028.19,80,2.6
169,2021,1,8,0,34.19,390,9028.15,80,2.6
170,2021,1,8,1,34.20,390,9028.11,80,2.6
171,2021,1,8,2,34.20,390,9028.07,80,2.6
172,2021,1,8,3,34.20,390,9028.03,80,2.6
173,2021,1,8,4,34.20,390,9027.99,80,2.6
174,2021,1,8,5,34.21,390,9027.94,80,2.6
175,2021,1,8,6,34.21,390,9027.90,80,2.6
176,2021,1,8,7,34.21,390,9027.86,80,2.6
177,2021,1,8,8,34.22,390,9027.81,80,2.6
178,2021,1,8,9,34.22,390,9027.76,80,2.6
179,2021,1,8,10,34.22,390,9027.72,80,2.6
180,2021,1,8,11,34.22,390,9027.67,80,2.6
181,2021,1,8,12,34.23,390,9027.62,80,2.6
182,2021,1,8,13,34.23,390,9027.57,80,2.6
183,2021,1,8,14,34.23,390,9027.53,80,2.6
184,2021,1,8,15,34.23,390,9027.48,80,2.6
185,2021,1,8,16,34.23,390,9027.43,80,2.6
186,2021,1,8,17,34.24,390,9027.38,80,2.6
187,2021,1,8,18,34.24,390,9027.33,80,2.6
188,2021,1,8,19,34.24,390,9027.28,80,2.6
189,2021,1,8,20,34.24,390,9027.23,80,2.6
190,2021,1,8,21,34.25,390,9027.17,80,2.6
191,2021,1,8,22,34.25,390,9027.12,80,2.6
192,2021,1,8,23,34.25,390,9027.08,80,2.6
193,2021,1,9,0,34.27,390,9026.46,80,2.6
194,2021,1,9,1,34.27,390,9026.46,80,2.6
195,2021,1,9,2,34.27,390,9026.46,80,2.6
196,2021,1,9,3,34.27,390,9026.46,80,2.6
197,2021,1,9,4,34.27,390,9026.46,80,2.6
198,2021,1,9,5,34.27,390,9026.46,80,2.6
199,2021,1,9,6,34.27,390,9026.46,80,2.6
200,2021,1,9,7,34.27,390,9026.46,80,2.6
201,2021,1,9,8,34.27,390,9026.46,80,2.6
202,2021,1,9,9,34.27,390,9026.46,80,2.6
203,2021,1,9,10,34.27,390,9026.46,80,2.6
204,2021,1,9,11,34.27,390,9026.46,80,2.6
205,2021,1,9,12,34.29,390,9023.25,80,2.6
206,2021,1,9,13,34.29,390,9023.25,80,2.6
207,2021,1,9,14,34.29,390,9023.25,80,2.6
208,2021,1,9,15,34.29,390,9023.25,80,2.6
209,2021,1,9,16,34.29,390,9023.25,80,2.6
210,2021,1,9,17,34.29,390,9023.25,80,2.6
211,2021,1,9,18,34.29,390,9023.25,80,2.6
212,2021,1,9,19,34.29,390,9023.25,80,2.6
213,2021,1,9,20,34.29,390,9023.25,80,2.6
214,2021,1,9,21,34.29,390,9023.25,80,2.6
215,2021,1,9,22,34.29,390,9023.25,80,2.6
216,2021,1,9,23,34.29,390,9023.25,80,2.6
217,2021,1,10,0,34.30,390,9023.25,80,2.6
218,2021,1,10,1,34.30,390,9023.25,80,2.6
219,2021,1,10,2,34.30,390,9023.25,80,2.6
220,2021,1,10,3,34.30,390,9023.25,80,2.6
221,2021,1,10,4,34.30,390,9023.25,80,2.6
222,2021,1,10,5,34.30,390,9023.25,80,2.6
223,2021,1,10,6,34.30,390,9023.25,80,2.6
224,2021,1,10,7,34.30,390,9023.25,80,2.6
225,2021,1,10,8,34.30,390,9023.25,80,2.6
226,2021,1,10,9,34.30,390,9023.25,80,2.6
227,2021,1,10,10,34.30,390,9023.25,80,2.6
228,2021,1,10,11,34.30,390,9023.25,80,2.6
229,2021,1,10,12,34.31,390,9023.25,80,2.6
230,2021,1,10,13,34.31,390,9023.25,80,2.6
231,2021,1,10,14,34.31,390,9023.25,80,2.6
232,2021,1,10,15,34.31,390,9023.25,80,2.6
233,2021,1,10,16,34.31,390,9023.25,80,2.6
234,2021,1,10,17,34.31,390,9023.25,80,2.6
235,2021,1,10,18,34.31,390,9023.25,80,2.6
236,2021,1,10,19,34.31,390,9023.25,80,2.6
237,2021,1,10,20,34.31,390,9023.25,80,2.6
238,2021,1,10,21,34.31,390,9023.25,80,2.6
239,2021,1,10,22,34.31,390,9023.25,80,2.6
240,2021,1,10,23,34.31,390,9023.25,80,2.6
241,2021,1,11,0,34.32,390,9023.25,80,2.6
242,2021,1,11,1,34.32,390,9023.25,80,2.6
243,2021,1,11,2,34.32,390,9023.25,80,2.6
244,2021,1,11,3,34.32,390,9023.25,80,2.6
245,2021,1,11,4,34.32,390,9023.25,80,2.6
246,2021,1,11,5,34.32,390,9023.25,80,2.6
247,2021,1,11,6,34.32,390,9023.25,80,2.6
248,2021,1,11,7,34.32,390,9023.25,80,2.6
249,2021,1,11,8,34.32,390,9023.25,80,2.6
250,2021,1,11,9,34.32,390,9023.25,80,2.6
251,2021,1,11,10,34.32,390,9023.25,80,2.6
252,2021,1,11,11,34.32,390,9023.25,80,2.6
253,2021,1,11,12,34.33,390,9023.25,80,2.6
254,2021,1,11,13,34.33,390,9023.25,80,2.6
255,2021,1,11,14,34.33,390,9023.25,80,2.6
256,2021,1,11,15,34.33,390,9023.25,80,2.6
257,2021,1,11,16,34.33,390,9023.25,80,2.6
258,2021,1,11,17,34.33,390,9023.25,80,2.6
259,2021,1,11,18,34.33,390,9023.25,80,2.6
260,2021,1,11,19,34.33,390,9023.25,80,2.6
261,2021,1,11,20,34.33,390,9023.25,80,2.6
262,2021,1,11,21,34.33,390,9023.25,80,2.6
263,2021,1,11,22,34.33,390,9023.25,80,2.6
264,2021,1,11,23,34.33,390,9023.25,80,2.6
265,2021,1,12,0,34.34,390,9023.25,80,2.6
266,2021,1,12,1,34.34,390,9023.25,80,2.6
267,2021,1,12,2,34.34,390,9023.25,80,2.6
268,2021,1,12,3,34.34,390,9023.25,80,2.6
269,2021,1,12,4,34.34,390,9023.25,80,2.6
270,2021,1,12,5,34.34,390,9023.25,80,2.6
271,2021,1,12,6,34.34,390,9023.25,80,2.6
272,2021,1,12,7,34.34,390,9023.25,80,2.6
273,2021,1,12,8,34.34,390,9023.25,80,2.6
274,2021,1,12,9,34.34,390,9023.25,80,2.6
275,2021,1,12,10,34.34,390,9023.25,80,2.6
276,2021,1,12,11,34.34,390,9023.25,80,2.6
277,2021,1,12,12,34.35,390,9023.25,80,2.6
278,2021,1,12,13,34.35,390,9023.25,80,2.6
279,2021,1,12,14,34.35,390,9023.25,80,2.6
280,2021,1,12,15,34.35,390,9023.25,80,2.6
281,2021,1,12,16,34.35,390,9023.25,80,2.6
282,2021,1,12,17,34.35,390,9023.25,80,2.6
283,2021,1,12,18,34.35,390,9023.25,80,2.6
284,2021,1,12,19,34.35,390,9023.25,80,2.6
285,2021,1,12,20,34.35,390,9023.25,80,2.6
286,2021,1,12,21,34.35,390,9023.25,80,2.6
287,2021,1,12,22,34.35,390,9023.25,80,2.6
288,2021,1,12,23,34.35,390,9023.25,80,2.6
289,2021,1,13,0,34.35,390,9023.25,80,2.6
290,2021,1,13,1,34.35,390,9023.25,80,2.6
291,2021,1,13,2,34.35,390,9023.25,80,2.6
292,2021,1,13,3,34.35,390,9023.25,80,2.6
293,2021,1,13,4,34.35,390,9023.25,80,2.6
294,2021,1,13,5,34.35,390,9023.25,80,2.6
295,2021,1,13,6,34.35,390,9023.25,80,2.6
296,2021,1,13,7,34.35,390,9023.25,80,2.6
297,2021,1,13,8,34.35,390,9023.25,80,2.6
298,2021,1,13,9,34.35,390,9023.25,80,2.6
299,2021,1,13,10,34.35,390,9023.25,80,2.6
300,2021,1,13,11,34.35,390,9023.25,80,2.6
301,2021,1,13,12,34.36,390,9023.25,80,2.6
302,2021,1,13,13,34.36,390,9023.25,80,2.6
303,2021,1,13,14,34.36,390,9023.25,80,2.6
304,2021,1,13,15,34.36,390,9023.25,80,2.6
305,2021,1,13,16,34.36,390,9023.25,80,2.6
306,2021,1,13,17,34.36,390,9023.25,80,2.6
307,2021,1,13,18,34.36,390,9023.25,80,2.6
308,2021,1,13,19,34.36,390,9023.25,80,2.6
309,2021,1,13,20,34.36,390,9023.25,80,2.6
310,2021,1,13,21,34.36,390,9023.25,80,2.6
311,2021,1,13,22,34.36,390,9023.25,80,2.6
312,2021,1,13,23,34.36,390,9023.25,80,2.6
313,2021,1,14,0,34.37,390,9022.80,80,2.6
314,2021,1,14,1,34.37,390,9022.80,80,2.6
315,2021,1,14,2,34.37,390,9022.80,80,2.6
316,2021,1,14,3,34.37,390,9022.80,80,2.6
317,2021,1,14,4,34.37,390,9022.80,80,2.6
318,2021,1,14,5,34.37,390,9022.80,80,2.6
319,2021,1,14,6,34.37,390,9022.80,80,2.6
320,2021,1,14,7,34.37,390,9022.80,80,2.6
321,2021,1,14,8,34.37,390,9022.80,80,2.6
322,2021,1,14,9,34.37,390,9022.80,80,2.6
323,2021,1,14,10,34.37,390,9022.80,80,2.6
324,2021,1,14,11,34.37,390,9022.80,80,2.6
325,2021,1,14,12,34.36,390,7784.37,80,2
326,2021,1,14,13,34.31,390,7791.37,80,2
327,2021,1,14,14,34.31,390,7797.24,80,2
328,2021,1,14,15,34.32,390,7801.80,80,2
329,2021,1,14,16,34.33,390,7804.67,80,2
330,2021,1,14,17,34.34,390,7806.69,80,2
331,2021,1,14,18,34.35,390,7808.17,80,2
332,2021,1,14,19,34.35,390,7809.28,80,2
333,2021,1,14,20,34.35,390,7810.12,80,2
334,2021,1,14,21,34.36,390,7810.77,80,2
335,2021,1,14,22,34.36,390,7811.29,80,2
336,2021,1,14,23,34.36,390,7811.70,80,2
337,2021,1,15,0,34.36,390,7812.04,80,2
338,2021,1,15,1,34.36,390,7812.33,80,2
339,2021,1,15,2,34.36,390,7812.58,80,2
340,2021,1,15,3,34.36,390,7812.80,80,2
341,2021,1,15,4,34.36,390,7812.99,80,2
342,2021,1,15,5,34.36,390,7813.15,80,2
343,2021,1,15,6,34.36,390,7813.30,80,2
344,2021,1,15,7,34.36,390,7813.43,80,2
345,2021,1,15,8,34.36,390,7813.56,80,2
346,2021,1,15,9,34.36,390,7813.67,80,2
347,2021,1,15,10,34.36,390,7813.78,80,2
348,2021,1,15,11,34.36,390,7813.88,80,2
349,2021,1,15,12,34.36,390,7813.98,80,2
350,2021,1,15,13,34.36,390,7814.07,80,2
351,2021,1,15,14,34.37,390,7814.16,80,2
352,2021,1,15,15,34.37,390,7814.25,80,2
353,2021,1,15,16,34.37,390,7814.33,80,2
354,2021,1,15,17,34.37,390,7814.41,80,2
355,2021,1,15,18,34.37,390,7814.48,80,2
356,2021,1,15,19,34.37,390,7814.56,80,2
357,2021,1,15,20,34.37,390,7814.63,80,2
358,2021,1,15,21,34.37,390,7814.70,80,2
359,2021,1,15,22,34.37,390,7814.77,80,2
360,2021,1,15,23,34.37,390,7814.84,80,2
361,2021,1,16,0,34.37,390,7814.90,80,2
362,2021,1,16,1,34.37,390,7814.96,80,2
363,2021,1,16,2,34.37,390,7815.03,80,2
364,2021,1,16,3,34.37,390,7815.08,80,2
365,2021,1,16,4,34.37,390,7815.14,80,2
366,2021,1,16,5,34.37,390,7815.20,80,2
367,2021,1,16,6,34.37,390,7815.20,80,2
368,2021,1,16,7,34.37,390,7815.26,80,2
369,2021,1,16,8,34.37,390,7815.31,80,2
370,2021,1,16,9,34.37,390,7815.36,80,2
371,2021,1,16,10,34.37,390,7815.41,80,2
372,2021,1,16,11,34.37,390,7815.51,80,2
373,2021,1,16,12,34.38,390,7816.00,80,2
374,2021,1,16,13,34.38,390,7816.00,80,2
375,2021,1,16,14,34.38,390,7816.00,80,2
376,2021,1,16,15,34.38,390,7816.00,80,2
377,2021,1,16,16,34.38,390,7816.00,80,2
378,2021,1,16,17,34.38,390,7816.00,80,2
379,2021,1,16,18,34.38,390,7816.00,80,2
380,2021,1,16,19,34.38,390,7816.00,80,2
381,2021,1,16,20,34.38,390,7816.00,80,2
382,2021,1,16,21,34.38,390,7816.00,80,2
383,2021,1,16,22,34.38,390,7816.00,80,2
384,2021,1,16,23,34.38,390,7816.00,80,2
385,2021,1,17,0,34.39,390,7817.17,80,2
386,2021,1,17,1,34.39,390,7817.17,80,2
387,2021,1,17,2,34.39,390,7817.17,80,2
388,2021,1,17,3,34.39,390,7817.17,80,2
389,2021,1,17,4,34.39,390,7817.17,80,2
390,2021,1,17,5,34.39,390,7817.17,80,2
391,2021,1,17,6,34.39,390,7817.17,80,2
392,2021,1,17,7,34.39,390,7817.17,80,2
393,2021,1,17,8,34.39,390,7817.17,80,2
394,2021,1,17,9,34.39,390,7817.17,80,2
395,2021,1,17,10,34.39,390,7817.17,80,2
396,2021,1,17,11,34.39,390,7817.17,80,2
397,2021,1,17,12,34.43,390,8814.18,421,2
398,2021,1,17,13,33.76,390,8378.22,421,2
399,2021,1,17,14,32.79,390,8250.82,421,2
400,2021,1,17,15,32.23,390,8178.70,421,2
401,2021,1,17,16,31.85,390,8129.31,421,2
402,2021,1,17,17,31.57,390,8097.32,421,2
403,2021,1,17,18,31.37,390,8075.63,421,2
404,2021,1,17,19,31.23,390,8060.12,421,2
405,2021,1,17,20,31.13,390,8048.72,421,2
406,2021,1,17,21,31.05,390,8040.12,421,2
407,2021,1,17,22,30.99,390,8033.50,421,2
408,2021,1,17,23,30.95,390,8028.35,421,2
409,2021,1,18,0,30.92,390,8024.24,421,2
410,2021,1,18,1,30.89,390,8020.94,421,2
411,2021,1,18,2,30.87,390,8018.24,421,2
412,2021,1,18,3,30.85,390,8016.00,421,2
413,2021,1,18,4,30.84,390,8014.10,421,2
414,2021,1,18,5,30.82,390,8012.45,421,2
415,2021,1,18,6,30.81,390,8011.02,421,2
416,2021,1,18,7,30.80,390,8009.71,421,2
417,2021,1,18,8,30.79,390,8007.50,421,2
418,2021,1,18,9,30.79,390,8007.50,421,2
419,2021,1,18,10,30.78,390,8006.50,421,2
420,2021,1,18,11,30.77,390,8005.56,421,2
421,2021,1,18,12,30.77,390,8004.70,421,2
422,2021,1,18,13,30.76,390,8003.87,421,2
423,2021,1,18,14,30.76,390,8003.01,421,2
424,2021,1,18,15,30.75,390,8002.30,421,2
425,2021,1,18,16,30.75,390,8001.54,421,2
426,2021,1,18,17,30.74,390,8000.91,421,2
427,2021,1,18,18,30.74,390,8000.22,421,2
428,2021,1,18,19,30.74,390,7999.51,421,2
429,2021,1,18,20,30.73,390,7998.86,421,2
430,2021,1,18,21,30.73,390,7998.26,421,2
431,2021,1,18,22,30.73,390,7997.65,421,2
432,2021,1,18,23,30.72,390,7997.06,421,2
433,2021,1,19,0,30.72,390,7996.48,421,2
434,2021,1,19,1,30.72,390,7995.94,421,2
435,2021,1,19,2,30.71,390,7995.39,421,2
436,2021,1,19,3,30.71,390,7994.88,421,2
437,2021,1,19,4,30.71,390,7994.37,421,2
438,2021,1,19,5,30.70,390,7993.83,421,2
439,2021,1,19,6,30.70,390,7993.35,421,2
440,2021,1,19,7,30.70,390,7992.93,421,2
441,2021,1,19,8,30.70,390,7992.46,421,2
442,2021,1,19,9,30.69,390,7992.00,421,2
443,2021,1,19,10,30.69,390,7991.55,421,2
444,2021,1,19,11,30.69,390,7991.13,421,2
445,2021,1,19,12,30.68,390,7990.71,421,2
446,2021,1,19,13,30.68,390,7990.29,421,2
447,2021,1,19,14,30.68,390,7989.89,421,2
448,2021,1,19,15,30.68,390,7989.50,421,2
449,2021,1,19,16,30.68,390,7989.12,421,2
450,2021,1,19,17,30.67,390,7988.75,421,2
451,2021,1,19,18,30.67,390,7988.38,421,2
452,2021,1,19,19,30.67,390,7988.03,421,2
453,2021,1,19,20,30.67,390,7987.68,421,2
454,2021,1,19,21,30.66,390,7987.33,421,2
455,2021,1,19,22,30.66,390,7987.00,421,2
456,2021,1,19,23,30.66,390,7986.67,421,2
457,2021,1,20,0,30.66,390,7986.36,421,2
458,2021,1,20,1,30.66,390,7986.05,421,2
459,2021,1,20,2,30.65,390,7985.74,421,2
460,2021,1,20,3,30.65,390,7985.45,421,2
461,2021,1,20,4,30.65,390,7985.16,421,2
462,2021,1,20,5,30.65,390,7984.87,421,2
463,2021,1,20,6,30.65,390,7984.60,421,2
464,2021,1,20,7,30.65,390,7984.33,421,2
465,2021,1,20,8,30.65,390,7984.33,421,2
466,2021,1,20,9,30.65,390,7984.33,421,2
467,2021,1,20,10,30.65,390,7984.33,421,2
468,2021,1,20,11,30.65,390,7984.33,421,2
469,2021,1,20,12,30.64,390,7983.31,421,2
470,2021,1,20,13,30.64,390,7983.31,421,2
471,2021,1,20,14,30.64,390,7983.31,421,2
472,2021,1,20,15,30.64,390,7983.31,421,2
473,2021,1,20,16,30.64,390,7983.31,421,2
474,2021,1,20,17,30.64,390,7983.31,421,2
475,2021,1,20,18,30.64,390,7983.31,421,2
476,2021,1,20,19,30.64,390,7983.31,421,2
477,2021,1,20,20,30.64,390,7983.31,421,2
478,2021,1,20,21,30.64,390,7983.31,421,2
479,2021,1,20,22,30.64,390,7983.31,421,2
480,2021,1,20,23,30.64,390,7983.31,421,2
481,2021,1,21,0,30.63,390,7972.94,421,2
482,2021,1,21,1,30.63,390,7972.94,421,2
483,2021,1,21,2,30.63,390,7972.94,421,2
484,2021,1,21,3,30.63,390,7972.94,421,2
485,2021,1,21,4,30.63,390,7972.94,421,2
486,2021,1,21,5,30.63,390,7972.94,421,2
487,2021,1,21,6,30.63,390,7972.94,421,2
488,2021,1,21,7,30.63,390,7972.94,421,2
489,2021,1,21,8,30.63,390,7972.94,421,2
490,2021,1,21,9,30.63,390,7972.94,421,2
491,2021,1,21,10,30.63,390,7972.94,421,2
492,2021,1,21,11,30.63,390,7972.94,421,2
493,2021,1,21,12,30.62,390,7972.94,421,2
494,2021,1,21,13,30.62,390,7972.94,421,2
495,2021,1,21,14,30.62,390,7972.94,421,2
496,2021,1,21,15,30.62,390,7972.94,421,2
497,2021,1,21,16,30.62,390,7972.94,421,2
498,2021,1,21,17,30.62,390,7972.94,421,2
499,2021,1,21,18,30.62,390,7972.94,421,2
500,2021,1,21,19,30.62,390,7972.94,421,2
501,2021,1,21,20,30.62,390,7972.94,421,2
502,2021,1,21,21,30.62,390,7972.94,421,2
503,2021,1,21,22,30.62,390,7972.94,421,2
504,2021,1,21,23,30.62,390,7972.94,421,2
505,2021,1,22,0,30.61,390,7972.94,421,2
506,2021,1,22,1,30.61,390,7972.94,421,2
507,2021,1,22,2,30.61,390,7972.94,421,2
508,2021,1,22,3,30.61,390,7972.94,421,2
509,2021,1,22,4,30.61,390,7972.94,421,2
510,2021,1,22,5,30.61,390,7972.94,421,2
511,2021,1,22,6,30.61,390,7972.94,421,2
512,2021,1,22,7,30.61,390,7972.94,421,2
