DATE,N,Q,A,TRI,OD
2021-01-01 0:00:00,31.70,390,9203.74,421,2.6
2021-01-01 1:00:00,31.57,390,9338.23,421,2.6
2021-01-01 2:00:00,31.39,390,9368.27,421,2.6
2021-01-01 3:00:00,31.27,390,9380.56,421,2.6
2021-01-01 4:00:00,31.20,390,9386.75,421,2.6
2021-01-01 5:00:00,31.15,390,9389.38,421,2.6
2021-01-01 6:00:00,31.11,390,9390.34,421,2.6
2021-01-01 7:00:00,31.08,390,9390.54,421,2.6
2021-01-01 8:00:00,31.06,390,9390.43,421,2.6
2021-01-01 9:00:00,31.04,390,9390.21,421,2.6
2021-01-01 10:00:00,31.02,390,9389.98,421,2.6
2021-01-01 11:00:00,31.00,390,9389.73,421,2.6
2021-01-01 12:00:00,30.99,390,9389.54,421,2.6
2021-01-01 13:00:00,30.98,390,9389.33,421,2.6
2021-01-01 14:00:00,30.97,390,9389.16,421,2.6
2021-01-01 15:00:00,30.96,390,9388.99,421,2.6
2021-01-01 16:00:00,30.96,390,9388.86,421,2.6
2021-01-01 17:00:00,30.95,390,9388.71,421,2.6
2021-01-01 18:00:00,30.95,390,9388.60,421,2.6
2021-01-01 19:00:00,30.94,390,9388.47,421,2.6
2021-01-01 20:00:00,30.94,390,9388.38,421,2.6
2021-01-01 21:00:00,30.93,390,9388.30,421,2.6
2021-01-01 22:00:00,30.93,390,9388.16,421,2.6
2021-01-01 23:00:00,30.92,390,9388.04,421,2.6
2021-01-02 0:00:00,30.92,390,9387.95,421,2.6
2021-01-02 1:00:00,30.92,390,9387.86,421,2.6
2021-01-02 2:00:00,30.92,390,9387.76,421,2.6
2021-01-02 3:00:00,30.91,390,9387.67,421,2.6
2021-01-02 4:00:00,30.91,390,9387.57,421,2.6
2021-01-02 5:00:00,30.91,390,9387.48,421,2.6
2021-01-02 6:00:00,30.91,390,9387.38,421,2.6
2021-01-02 7:00:00,30.91,390,9387.30,421,2.6
2021-01-02 8:00:00,30.90,390,9387.24,421,2.6
2021-01-02 9:00:00,30.90,390,9387.17,421,2.6
2021-01-02 10:00:00,30.90,390,9387.09,421,2.6
2021-01-02 11:00:00,30.90,390,9387.01,421,2.6
2021-01-02 12:00:00,30.90,390,9386.94,421,2.6
2021-01-02 13:00:00,30.90,390,9386.87,421,2.6
2021-01-02 14:00:00,30.89,390,9386.80,421,2.6
2021-01-02 15:00:00,30.89,390,9386.74,421,2.6
2021-01-02 16:00:00,30.89,390,9386.68,421,2.6
2021-01-02 17:00:00,30.89,390,9386.61,421,2.6
2021-01-02 18:00:00,30.89,390,9386.54,421,2.6
2021-01-02 19:00:00,30.89,390,9386.48,421,2.6
2021-01-02 20:00:00,30.89,390,9386.42,421,2.6
2021-01-02 21:00:00,30.89,390,9386.36,421,2.6
2021-01-02 22:00:00,30.89,390,9386.30,421,2.6
2021-01-02 23:00:00,30.89,390,9386.24,421,2.6
2021-01-03 0:00:00,30.89,390,9386.18,421,2.6
2021-01-03 1:00:00,30.88,390,9386.13,421,2.6
2021-01-03 2:00:00,30.88,390,9386.07,421,2.6
2021-01-03 3:00:00,30.88,390,9386.02,421,2.6
2021-01-03 4:00:00,30.88,390,9385.96,421,2.6
2021-01-03 5:00:00,30.88,390,9385.91,421,2.6
2021-01-03 6:00:00,30.88,390,9385.87,421,2.6
2021-01-03 7:00:00,30.88,390,9385.83,421,2.6
2021-01-03 8:00:00,30.88,390,9385.78,421,2.6
2021-01-03 9:00:00,30.88,390,9385.74,421,2.6
2021-01-03 10:00:00,30.88,390,9385.69,421,2.6
2021-01-03 11:00:00,30.88,390,9385.65,421,2.6
2021-01-03 12:00:00,30.88,390,9385.61,421,2.6
2021-01-03 13:00:00,30.88,390,9385.57,421,2.6
2021-01-03 14:00:00,30.88,390,9385.52,421,2.6
2021-01-03 15:00:00,30.88,390,9385.48,421,2.6
2021-01-03 16:00:00,30.88,390,9385.43,421,2.6
2021-01-03 17:00:00,30.88,390,9385.39,421,2.6
2021-01-03 18:00:00,30.88,390,9385.36,421,2.6
2021-01-03 19:00:00,30.88,390,9385.33,421,2.6
2021-01-03 20:00:00,30.88,390,9385.27,421,2.6
2021-01-03 21:00:00,30.88,390,9385.24,421,2.6
2021-01-03 22:00:00,30.87,390,9385.21,421,2.6
2021-01-03 23:00:00,30.87,390,9385.21,421,2.6
2021-01-04 0:00:00,30.84,390,7636.27,80,2.6
2021-01-04 1:00:00,30.93,390,8515.10,80,2.6
2021-01-04 2:00:00,31.89,390,8687.10,80,2.6
2021-01-04 3:00:00,32.70,390,8763.89,80,2.6
2021-01-04 4:00:00,33.10,390,8832.91,80,2.6
2021-01-04 5:00:00,33.32,390,8881.97,80,2.6
2021-01-04 6:00:00,33.46,390,8915.58,80,2.6
2021-01-04 7:00:00,33.55,390,8939.80,80,2.6
2021-01-04 8:00:00,33.60,390,8957.68,80,2.6
2021-01-04 9:00:00,33.64,390,8970.89,80,2.6
2021-01-04 10:00:00,33.66,390,8980.61,80,2.6
2021-01-04 11:00:00,33.68,390,8987.96,80,2.6
2021-01-04 12:00:00,33.69,390,8993.73,80,2.6
2021-01-04 13:00:00,33.70,390,8998.25,80,2.6
2021-01-04 14:00:00,33.71,390,9001.84,80,2.6
2021-01-04 15:00:00,33.71,390,9004.68,80,2.6
2021-01-04 16:00:00,33.72,390,9007.05,80,2.6
2021-01-04 17:00:00,33.73,390,9009.00,80,2.6
2021-01-04 18:00:00,33.74,390,9010.66,80,2.6
2021-01-04 19:00:00,33.74,390,9012.08,80,2.6
2021-01-04 20:00:00,33.75,390,9013.29,80,2.6
2021-01-04 21:00:00,33.76,390,9014.38,80,2.6
2021-01-04 22:00:00,33.77,390,9015.37,80,2.6
2021-01-04 23:00:00,33.78,390,9016.25,80,2.6
2021-01-05 0:00:00,33.79,390,9017.03,80,2.6
2021-01-05 1:00:00,33.80,390,9017.73,80,2.6
2021-01-05 2:00:00,33.81,390,9018.41,80,2.6
2021-01-05 3:00:00,33.82,390,9019.07,80,2.6
2021-01-05 4:00:00,33.82,390,9019.65,80,2.6
2021-01-05 5:00:00,33.83,390,9020.18,80,2.6
2021-01-05 6:00:00,33.84,390,9020.69,80,2.6
2021-01-05 7:00:00,33.85,390,9021.19,80,2.6
2021-01-05 8:00:00,33.86,390,9021.67,80,2.6
2021-01-05 9:00:00,33.87,390,9022.10,80,2.6
2021-01-05 10:00:00,33.88,390,9022.49,80,2.6
2021-01-05 11:00:00,33.88,390,9022.87,80,2.6
2021-01-05 12:00:00,33.89,390,9023.22,80,2.6
2021-01-05 13:00:00,33.90,390,9023.57,80,2.6
2021-01-05 14:00:00,33.91,390,9023.91,80,2.6
2021-01-05 15:00:00,33.92,390,9024.21,80,2.6
2021-01-05 16:00:00,33.92,390,9024.50,80,2.6
2021-01-05 17:00:00,33.93,390,9024.79,80,2.6
2021-01-05 18:00:00,33.94,390,9025.07,80,2.6
2021-01-05 19:00:00,33.95,390,9025.32,80,2.6
2021-01-05 20:00:00,33.95,390,9025.56,80,2.6
2021-01-05 21:00:00,33.96,390,9025.79,80,2.6
2021-01-05 22:00:00,33.97,390,9026.03,80,2.6
2021-01-05 23:00:00,33.97,390,9026.25,80,2.6
2021-01-06 0:00:00,33.98,390,9026.46,80,2.6
2021-01-06 1:00:00,33.99,390,9026.38,80,2.6
2021-01-06 2:00:00,33.99,390,9026.72,80,2.6
2021-01-06 3:00:00,34.00,390,9027.10,80,2.6
2021-01-06 4:00:00,34.00,390,9027.09,80,2.6
2021-01-06 5:00:00,34.01,390,9027.27,80,2.6
2021-01-06 6:00:00,34.02,390,9027.38,80,2.6
2021-01-06 7:00:00,34.02,390,9027.50,80,2.6
2021-01-06 8:00:00,34.03,390,9027.64,80,2.6
2021-01-06 9:00:00,34.03,390,9027.73,80,2.6
2021-01-06 10:00:00,34.04,390,9027.83,80,2.6
2021-01-06 11:00:00,34.04,390,9027.93,80,2.6
2021-01-06 12:00:00,34.05,390,9028.01,80,2.6
2021-01-06 13:00:00,34.06,390,9028.08,80,2.6
2021-01-06 14:00:00,34.06,390,9028.16,80,2.6
2021-01-06 15:00:00,34.07,390,9028.22,80,2.6
2021-01-06 16:00:00,34.07,390,9028.28,80,2.6
2021-01-06 17:00:00,34.08,390,9028.34,80,2.6
2021-01-06 18:00:00,34.08,390,9028.39,80,2.6
2021-01-06 19:00:00,34.09,390,9028.42,80,2.6
2021-01-06 20:00:00,34.09,390,9028.46,80,2.6
2021-01-06 21:00:00,34.09,390,9028.50,80,2.6
2021-01-06 22:00:00,34.10,390,9028.51,80,2.6
2021-01-06 23:00:00,34.10,390,9028.56,80,2.6
2021-01-07 0:00:00,34.11,390,9028.57,80,2.6
2021-01-07 1:00:00,34.11,390,9028.59,80,2.6
2021-01-07 2:00:00,34.12,390,9028.60,80,2.6
2021-01-07 3:00:00,34.12,390,9028.62,80,2.6
2021-01-07 4:00:00,34.12,390,9028.61,80,2.6
2021-01-07 5:00:00,34.13,390,9028.60,80,2.6
2021-01-07 6:00:00,34.13,390,9028.60,80,2.6
2021-01-07 7:00:00,34.14,390,9028.59,80,2.6
2021-01-07 8:00:00,34.14,390,9028.58,80,2.6
2021-01-07 9:00:00,34.14,390,9028.56,80,2.6
2021-01-07 10:00:00,34.15,390,9028.55,80,2.6
2021-01-07 11:00:00,34.15,390,9028.53,80,2.6
2021-01-07 12:00:00,34.15,390,9028.52,80,2.6
2021-01-07 13:00:00,34.16,390,9028.51,80,2.6
2021-01-07 14:00:00,34.16,390,9028.49,80,2.6
2021-01-07 15:00:00,34.17,390,9028.47,80,2.6
2021-01-07 16:00:00,34.17,390,9028.42,80,2.6
2021-01-07 17:00:00,34.17,390,9028.40,80,2.6
2021-01-07 18:00:00,34.18,390,9028.37,80,2.6
2021-01-07 19:00:00,34.18,390,9028.34,80,2.6
2021-01-07 20:00:00,34.18,390,9028.31,80,2.6
2021-01-07 21:00:00,34.18,390,9028.27,80,2.6
2021-01-07 22:00:00,34.19,390,9028.23,80,2.6
2021-01-07 23:00:00,34.19,390,9028.19,80,2.6
2021-01-08 0:00:00,34.19,390,9028.15,80,2.6
2021-01-08 1:00:00,34.20,390,9028.11,80,2.6
2021-01-08 2:00:00,34.20,390,9028.07,80,2.6
2021-01-08 3:00:00,34.20,390,9028.03,80,2.6
2021-01-08 4:00:00,34.20,390,9027.99,80,2.6
2021-01-08 5:00:00,34.21,390,9027.94,80,2.6
2021-01-08 6:00:00,34.21,390,9027.90,80,2.6
2021-01-08 7:00:00,34.21,390,9027.86,80,2.6
2021-01-08 8:00:00,34.22,390,9027.81,80,2.6
2021-01-08 9:00:00,34.22,390,9027.76,80,2.6
2021-01-08 10:00:00,34.22,390,9027.72,80,2.6
2021-01-08 11:00:00,34.22,390,9027.67,80,2.6
2021-01-08 12:00:00,34.23,390,9027.62,80,2.6
2021-01-08 13:00:00,34.23,390,9027.57,80,2.6
2021-01-08 14:00:00,34.23,390,9027.53,80,2.6
2021-01-08 15:00:00,34.23,390,9027.48,80,2.6
2021-01-08 16:00:00,34.23,390,9027.43,80,2.6
2021-01-08 17:00:00,34.24,390,9027.38,80,2.6
2021-01-08 18:00:00,34.24,390,9027.33,80,2.6
2021-01-08 19:00:00,34.24,390,9027.28,80,2.6
2021-01-08 20:00:00,34.24,390,9027.23,80,2.6
2021-01-08 21:00:00,34.25,390,9027.17,80,2.6
2021-01-08 22:00:00,34.25,390,9027.12,80,2.6
2021-01-08 23:00:00,34.25,390,9027.08,80,2.6
2021-01-09 0:00:00,34.27,390,9026.46,80,2.6
2021-01-09 1:00:00,34.27,390,9026.46,80,2.6
2021-01-09 2:00:00,34.27,390,9026.46,80,2.6
2021-01-09 3:00:00,34.27,390,9026.46,80,2.6
2021-01-09 4:00:00,34.27,390,9026.46,80,2.6
2021-01-09 5:00:00,34.27,390,9026.46,80,2.6
2021-01-09 6:00:00,34.27,390,9026.46,80,2.6
2021-01-09 7:00:00,34.27,390,9026.46,80,2.6
2021-01-09 8:00:00,34.27,390,9026.46,80,2.6
2021-01-09 9:00:00,34.27,390,9026.46,80,2.6
2021-01-09 10:00:00,34.27,390,9026.46,80,2.6
2021-01-09 11:00:00,34.27,390,9026.46,80,2.6
2021-01-09 12:00:00,34.29,390,9023.25,80,2.6
2021-01-09 13:00:00,34.29,390,9023.25,80,2.6
2021-01-09 14:00:00,34.29,390,9023.25,80,2.6
2021-01-09 15:00:00,34.29,390,9023.25,80,2.6
2021-01-09 16:00:00,34.29,390,9023.25,80,2.6
2021-01-09 17:00:00,34.29,390,9023.25,80,2.6
2021-01-09 18:00:00,34.29,390,9023.25,80,2.6
2021-01-09 19:00:00,34.29,390,9023.25,80,2.6
2021-01-09 20:00:00,34.29,390,9023.25,80,2.6
2021-01-09 21:00:00,34.29,390,9023.25,80,2.6
2021-01-09 22:00:00,34.29,390,9023.25,80,2.6
2021-01-09 23:00:00,34.29,390,9023.25,80,2.6
2021-01-10 0:00:00,34.30,390,9023.25,80,2.6
2021-01-10 1:00:00,34.30,390,9023.25,80,2.6
2021-01-10 2:00:00,34.30,390,9023.25,80,2.6
2021-01-10 3:00:00,34.30,390,9023.25,80,2.6
2021-01-10 4:00:00,34.30,390,9023.25,80,2.6
2021-01-10 5:00:00,34.30,390,9023.25,80,2.6
2021-01-10 6:00:00,34.30,390,9023.25,80,2.6
2021-01-10 7:00:00,34.30,390,9023.25,80,2.6
2021-01-10 8:00:00,34.30,390,9023.25,80,2.6
2021-01-10 9:00:00,34.30,390,9023.25,80,2.6
2021-01-10 10:00:00,34.30,390,9023.25,80,2.6
2021-01-10 11:00:00,34.30,390,9023.25,80,2.6
2021-01-10 12:00:00,34.31,390,9023.25,80,2.6
2021-01-10 13:00:00,34.31,390,9023.25,80,2.6
2021-01-10 14:00:00,34.31,390,9023.25,80,2.6
2021-01-10 15:00:00,34.31,390,9023.25,80,2.6
2021-01-10 16:00:00,34.31,390,9023.25,80,2.6
2021-01-10 17:00:00,34.31,390,9023.25,80,2.6
2021-01-10 18:00:00,34.31,390,9023.25,80,2.6
2021-01-10 19:00:00,34.31,390,9023.25,80,2.6
2021-01-10 20:00:00,34.31,390,9023.25,80,2.6
2021-01-10 21:00:00,34.31,390,9023.25,80,2.6
2021-01-10 22:00:00,34.31,390,9023.25,80,2.6
2021-01-10 23:00:00,34.31,390,9023.25,80,2.6
2021-01-11 0:00:00,34.32,390,9023.25,80,2.6
2021-01-11 1:00:00,34.32,390,9023.25,80,2.6
2021-01-11 2:00:00,34.32,390,9023.25,80,2.6
2021-01-11 3:00:00,34.32,390,9023.25,80,2.6
2021-01-11 4:00:00,34.32,390,9023.25,80,2.6
2021-01-11 5:00:00,34.32,390,9023.25,80,2.6
2021-01-11 6:00:00,34.32,390,9023.25,80,2.6
2021-01-11 7:00:00,34.32,390,9023.25,80,2.6
2021-01-11 8:00:00,34.32,390,9023.25,80,2.6
2021-01-11 9:00:00,34.32,390,9023.25,80,2.6
2021-01-11 10:00:00,34.32,390,9023.25,80,2.6
2021-01-11 11:00:00,34.32,390,9023.25,80,2.6
2021-01-11 12:00:00,34.33,390,9023.25,80,2.6
2021-01-11 13:00:00,34.33,390,9023.25,80,2.6
2021-01-11 14:00:00,34.33,390,9023.25,80,2.6
2021-01-11 15:00:00,34.33,390,9023.25,80,2.6
2021-01-11 16:00:00,34.33,390,9023.25,80,2.6
2021-01-11 17:00:00,34.33,390,9023.25,80,2.6
2021-01-11 18:00:00,34.33,390,9023.25,80,2.6
2021-01-11 19:00:00,34.33,390,9023.25,80,2.6
2021-01-11 20:00:00,34.33,390,9023.25,80,2.6
2021-01-11 21:00:00,34.33,390,9023.25,80,2.6
2021-01-11 22:00:00,34.33,390,9023.25,80,2.6
2021-01-11 23:00:00,34.33,390,9023.25,80,2.6
2021-01-12 0:00:00,34.34,390,9023.25,80,2.6
2021-01-12 1:00:00,34.34,390,9023.25,80,2.6
2021-01-12 2:00:00,34.34,390,9023.25,80,2.6
2021-01-12 3:00:00,34.34,390,9023.25,80,2.6
2021-01-12 4:00:00,34.34,390,9023.25,80,2.6
2021-01-12 5:00:00,34.34,390,9023.25,80,2.6
2021-01-12 6:00:00,34.34,390,9023.25,80,2.6
2021-01-12 7:00:00,34.34,390,9023.25,80,2.6
2021-01-12 8:00:00,34.34,390,9023.25,80,2.6
2021-01-12 9:00:00,34.34,390,9023.25,80,2.6
2021-01-12 10:00:00,34.34,390,9023.25,80,2.6
2021-01-12 11:00:00,34.34,390,9023.25,80,2.6
2021-01-12 12:00:00,34.35,390,9023.25,80,2.6
2021-01-12 13:00:00,34.35,390,9023.25,80,2.6
2021-01-12 14:00:00,34.35,390,9023.25,80,2.6
2021-01-12 15:00:00,34.35,390,9023.25,80,2.6
2021-01-12 16:00:00,34.35,390,9023.25,80,2.6
2021-01-12 17:00:00,34.35,390,9023.25,80,2.6
2021-01-12 18:00:00,34.35,390,9023.25,80,2.6
2021-01-12 19:00:00,34.35,390,9023.25,80,2.6
2021-01-12 20:00:00,34.35,390,9023.25,80,2.6
2021-01-12 21:00:00,34.35,390,9023.25,80,2.6
2021-01-12 22:00:00,34.35,390,9023.25,80,2.6
2021-01-12 23:00:00,34.35,390,9023.25,80,2.6
2021-01-13 0:00:00,34.35,390,9023.25,80,2.6
2021-01-13 1:00:00,34.35,390,9023.25,80,2.6
2021-01-13 2:00:00,34.35,390,9023.25,80,2.6
2021-01-13 3:00:00,34.35,390,9023.25,80,2.6
2021-01-13 4:00:00,34.35,390,9023.25,80,2.6
2021-01-13 5:00:00,34.35,390,9023.25,80,2.6
2021-01-13 6:00:00,34.35,390,9023.25,80,2.6
2021-01-13 7:00:00,34.35,390,9023.25,80,2.6
2021-01-13 8:00:00,34.35,390,9023.25,80,2.6
2021-01-13 9:00:00,34.35,390,9023.25,80,2.6
2021-01-13 10:00:00,34.35,390,9023.25,80,2.6
2021-01-13 11:00:00,34.35,390,9023.25,80,2.6
2021-01-13 12:00:00,34.36,390,9023.25,80,2.6
2021-01-13 13:00:00,34.36,390,9023.25,80,2.6
2021-01-13 14:00:00,34.36,390,9023.25,80,2.6
2021-01-13 15:00:00,34.36,390,9023.25,80,2.6
2021-01-13 16:00:00,34.36,390,9023.25,80,2.6
2021-01-13 17:00:00,34.36,390,9023.25,80,2.6
2021-01-13 18:00:00,34.36,390,9023.25,80,2.6
2021-01-13 19:00:00,34.36,390,9023.25,80,2.6
2021-01-13 20:00:00,34.36,390,9023.25,80,2.6
2021-01-13 21:00:00,34.36,390,9023.25,80,2.6
2021-01-13 22:00:00,34.36,390,9023.25,80,2.6
2021-01-13 23:00:00,34.36,390,9023.25,80,2.6
2021-01-14 0:00:00,34.37,390,9022.80,80,2.6
2021-01-14 1:00:00,34.37,390,9022.80,80,2.6
2021-01-14 2:00:00,34.37,390,9022.80,80,2.6
2021-01-14 3:00:00,34.37,390,9022.80,80,2.6
2021-01-14 4:00:00,34.37,390,9022.80,80,2.6
2021-01-14 5:00:00,34.37,390,9022.80,80,2.6
2021-01-14 6:00:00,34.37,390,9022.80,80,2.6
2021-01-14 7:00:00,34.37,390,9022.80,80,2.6
2021-01-14 8:00:00,34.37,390,9022.80,80,2.6
2021-01-14 9:00:00,34.37,390,9022.80,80,2.6
2021-01-14 10:00:00,34.37,390,9022.80,80,2.6
2021-01-14 11:00:00,34.37,390,9022.80,80,2.6
2021-01-14 12:00:00,34.36,390,7784.37,80,2
2021-01-14 13:00:00,34.31,390,7791.37,80,2
2021-01-14 14:00:00,34.31,390,7797.24,80,2
2021-01-14 15:00:00,34.32,390,7801.80,80,2
2021-01-14 16:00:00,34.33,390,7804.67,80,2
2021-01-14 17:00:00,34.34,390,7806.69,80,2
2021-01-14 18:00:00,34.35,390,7808.17,80,2
2021-01-14 19:00:00,34.35,390,7809.28,80,2
2021-01-14 20:00:00,34.35,390,7810.12,80,2
2021-01-14 21:00:00,34.36,390,7810.77,80,2
2021-01-14 22:00:00,34.36,390,7811.29,80,2
2021-01-14 23:00:00,34.36,390,7811.70,80,2
2021-01-15 0:00:00,34.36,390,7812.04,80,2
2021-01-15 1:00:00,34.36,390,7812.33,80,2
2021-01-15 2:00:00,34.36,390,7812.58,80,2
2021-01-15 3:00:00,34.36,390,7812.80,80,2
2021-01-15 4:00:00,34.36,390,7812.99,80,2
2021-01-15 5:00:00,34.36,390,7813.15,80,2
2021-01-15 6:00:00,34.36,390,7813.30,80,2
2021-01-15 7:00:00,34.36,390,7813.43,80,2
2021-01-15 8:00:00,34.36,390,7813.56,80,2
2021-01-15 9:00:00,34.36,390,7813.67,80,2
2021-01-15 10:00:00,34.36,390,7813.78,80,2
2021-01-15 11:00:00,34.36,390,7813.88,80,2
2021-01-15 12:00:00,34.36,390,7813.98,80,2
2021-01-15 13:00:00,34.36,390,7814.07,80,2
2021-01-15 14:00:00,34.37,390,7814.16,80,2
2021-01-15 15:00:00,34.37,390,7814.25,80,2
2021-01-15 16:00:00,34.37,390,7814.33,80,2
2021-01-15 17:00:00,34.37,390,7814.41,80,2
2021-01-15 18:00:00,34.37,390,7814.48,80,2
2021-01-15 19:00:00,34.37,390,7814.56,80,2
2021-01-15 20:00:00,34.37,390,7814.63,80,2
2021-01-15 21:00:00,34.37,390,7814.70,80,2
2021-01-15 22:00:00,34.37,390,7814.77,80,2
2021-01-15 23:00:00,34.37,390,7814.84,80,2
2021-01-16 0:00:00,34.37,390,7814.90,80,2
2021-01-16 1:00:00,34.37,390,7814.96,80,2
2021-01-16 2:00:00,34.37,390,7815.03,80,2
2021-01-16 3:00:00,34.37,390,7815.08,80,2
2021-01-16 4:00:00,34.37,390,7815.14,80,2
2021-01-16 5:00:00,34.37,390,7815.20,80,2
2021-01-16 6:00:00,34.37,390,7815.20,80,2
2021-01-16 7:00:00,34.37,390,7815.26,80,2
2021-01-16 8:00:00,34.37,390,7815.31,80,2
2021-01-16 9:00:00,34.37,390,7815.36,80,2
2021-01-16 10:00:00,34.37,390,7815.41,80,2
2021-01-16 11:00:00,34.37,390,7815.51,80,2
2021-01-16 12:00:00,34.38,390,7816.00,80,2
2021-01-16 13:00:00,34.38,390,7816.00,80,2
2021-01-16 14:00:00,34.38,390,7816.00,80,2
2021-01-16 15:00:00,34.38,390,7816.00,80,2
2021-01-16 16:00:00,34.38,390,7816.00,80,2
2021-01-16 17:00:00,34.38,390,7816.00,80,2
2021-01-16 18:00:00,34.38,390,7816.00,80,2
2021-01-16 19:00:00,34.38,390,7816.00,80,2
2021-01-16 20:00:00,34.38,390,7816.00,80,2
2021-01-16 21:00:00,34.38,390,7816.00,80,2
2021-01-16 22:00:00,34.38,390,7816.00,80,2
2021-01-16 23:00:00,34.38,390,7816.00,80,2
2021-01-17 0:00:00,34.39,390,7817.17,80,2
2021-01-17 1:00:00,34.39,390,7817.17,80,2
2021-01-17 2:00:00,34.39,390,7817.17,80,2
2021-01-17 3:00:00,34.39,390,7817.17,80,2
2021-01-17 4:00:00,34.39,390,7817.17,80,2
2021-01-17 5:00:00,34.39,390,7817.17,80,2
2021-01-17 6:00:00,34.39,390,7817.17,80,2
2021-01-17 7:00:00,34.39,390,7817.17,80,2
2021-01-17 8:00:00,34.39,390,7817.17,80,2
2021-01-17 9:00:00,34.39,390,7817.17,80,2
2021-01-17 10:00:00,34.39,390,7817.17,80,2
2021-01-17 11:00:00,34.39,390,7817.17,80,2
2021-01-17 12:00:00,34.43,390,8814.18,421,2
2021-01-17 13:00:00,33.76,390,8378.22,421,2
2021-01-17 14:00:00,32.79,390,8250.82,421,2
2021-01-17 15:00:00,32.23,390,8178.70,421,2
2021-01-17 16:00:00,31.85,390,8129.31,421,2
2021-01-17 17:00:00,31.57,390,8097.32,421,2
2021-01-17 18:00:00,31.37,390,8075.63,421,2
2021-01-17 19:00:00,31.23,390,8060.12,421,2
2021-01-17 20:00:00,31.13,390,8048.72,421,2
2021-01-17 21:00:00,31.05,390,8040.12,421,2
2021-01-17 22:00:00,30.99,390,8033.50,421,2
2021-01-17 23:00:00,30.95,390,8028.35,421,2
2021-01-18 0:00:00,30.92,390,8024.24,421,2
2021-01-18 1:00:00,30.89,390,8020.94,421,2
2021-01-18 2:00:00,30.87,390,8018.24,421,2
2021-01-18 3:00:00,30.85,390,8016.00,421,2
2021-01-18 4:00:00,30.84,390,8014.10,421,2
2021-01-18 5:00:00,30.82,390,8012.45,421,2
2021-01-18 6:00:00,30.81,390,8011.02,421,2
2021-01-18 7:00:00,30.80,390,8009.71,421,2
2021-01-18 8:00:00,30.79,390,8007.50,421,2
2021-01-18 9:00:00,30.79,390,8007.50,421,2
2021-01-18 10:00:00,30.78,390,8006.50,421,2
2021-01-18 11:00:00,30.77,390,8005.56,421,2
2021-01-18 12:00:00,30.77,390,8004.70,421,2
2021-01-18 13:00:00,30.76,390,8003.87,421,2
2021-01-18 14:00:00,30.76,390,8003.01,421,2
2021-01-18 15:00:00,30.75,390,8002.30,421,2
2021-01-18 16:00:00,30.75,390,8001.54,421,2
2021-01-18 17:00:00,30.74,390,8000.91,421,2
2021-01-18 18:00:00,30.74,390,8000.22,421,2
2021-01-18 19:00:00,30.74,390,7999.51,421,2
2021-01-18 20:00:00,30.73,390,7998.86,421,2
2021-01-18 21:00:00,30.73,390,7998.26,421,2
2021-01-18 22:00:00,30.73,390,7997.65,421,2
2021-01-18 23:00:00,30.72,390,7997.06,421,2
2021-01-19 0:00:00,30.72,390,7996.48,421,2
2021-01-19 1:00:00,30.72,390,7995.94,421,2
2021-01-19 2:00:00,30.71,390,7995.39,421,2
2021-01-19 3:00:00,30.71,390,7994.88,421,2
2021-01-19 4:00:00,30.71,390,7994.37,421,2
2021-01-19 5:00:00,30.70,390,7993.83,421,2
2021-01-19 6:00:00,30.70,390,7993.35,421,2
2021-01-19 7:00:00,30.70,390,7992.93,421,2
2021-01-19 8:00:00,30.70,390,7992.46,421,2
2021-01-19 9:00:00,30.69,390,7992.00,421,2
2021-01-19 10:00:00,30.69,390,7991.55,421,2
2021-01-19 11:00:00,30.69,390,7991.13,421,2
2021-01-19 12:00:00,30.68,390,7990.71,421,2
2021-01-19 13:00:00,30.68,390,7990.29,421,2
2021-01-19 14:00:00,30.68,390,7989.89,421,2
2021-01-19 15:00:00,30.68,390,7989.50,421,2
2021-01-19 16:00:00,30.68,390,7989.12,421,2
2021-01-19 17:00:00,30.67,390,7988.75,421,2
2021-01-19 18:00:00,30.67,390,7988.38,421,2
2021-01-19 19:00:00,30.67,390,7988.03,421,2
2021-01-19 20:00:00,30.67,390,7987.68,421,2
2021-01-19 21:00:00,30.66,390,7987.33,421,2
2021-01-19 22:00:00,30.66,390,7987.00,421,2
2021-01-19 23:00:00,30.66,390,7986.67,421,2
2021-01-20 0:00:00,30.66,390,7986.36,421,2
2021-01-20 1:00:00,30.66,390,7986.05,421,2
2021-01-20 2:00:00,30.65,390,7985.74,421,2
2021-01-20 3:00:00,30.65,390,7985.45,421,2
2021-01-20 4:00:00,30.65,390,7985.16,421,2
2021-01-20 5:00:00,30.65,390,7984.87,421,2
2021-01-20 6:00:00,30.65,390,7984.60,421,2
2021-01-20 7:00:00,30.65,390,7984.33,421,2
2021-01-20 8:00:00,30.65,390,7984.33,421,2
2021-01-20 9:00:00,30.65,390,7984.33,421,2
2021-01-20 10:00:00,30.65,390,7984.33,421,2
2021-01-20 11:00:00,30.65,390,7984.33,421,2
2021-01-20 12:00:00,30.64,390,7983.31,421,2
2021-01-20 13:00:00,30.64,390,7983.31,421,2
2021-01-20 14:00:00,30.64,390,7983.31,421,2
2021-01-20 15:00:00,30.64,390,7983.31,421,2
2021-01-20 16:00:00,30.64,390,7983.31,421,2
2021-01-20 17:00:00,30.64,390,7983.31,421,2
2021-01-20 18:00:00,30.64,390,7983.31,421,2
2021-01-20 19:00:00,30.64,390,7983.31,421,2
