N,Q,A,TRI,OD
29.85,390.00,5711.21,421.00,0.80
29.84,390.00,5711.29,421.00,0.80
29.84,390.00,5711.26,421.00,0.80
29.84,390.00,5711.24,421.00,0.80
29.84,390.00,5711.24,421.00,0.80
29.84,390.00,5711.27,421.00,0.80
29.84,390.00,5711.25,421.00,0.80
29.84,390.00,5711.38,421.00,0.80
29.84,390.00,5711.22,421.00,0.80
29.84,390.00,5711.30,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.83,390.00,5711.35,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.82,390.00,5712.15,421.00,0.80
29.77,390.00,5007.99,80.00,0.80
30.04,390.00,5520.36,80.00,0.80
31.44,390.00,5629.44,80.00,0.80
32.41,390.00,5678.59,80.00,0.80
32.86,390.00,5724.42,80.00,0.80
33.13,390.00,5757.53,80.00,0.80
33.32,390.00,5780.46,80.00,0.80
33.45,390.00,5797.31,80.00,0.80
33.55,390.00,5809.91,80.00,0.80
33.61,390.00,5819.49,80.00,0.80
33.66,390.00,5826.82,80.00,0.80
33.70,390.00,5832.54,80.00,0.80
33.73,390.00,5837.12,80.00,0.80
33.76,390.00,5840.80,80.00,0.80
33.78,390.00,5843.85,80.00,0.80
33.80,390.00,5846.44,80.00,0.80
33.82,390.00,5848.51,80.00,0.80
33.84,390.00,5850.34,80.00,0.80
33.86,390.00,5851.94,80.00,0.80
33.87,390.00,5853.31,80.00,0.80
33.89,390.00,5854.54,80.00,0.80
33.90,390.00,5855.65,80.00,0.80
33.92,390.00,5856.65,80.00,0.80
33.93,390.00,5857.62,80.00,0.80
33.95,390.00,5858.52,80.00,0.80
33.96,390.00,5859.31,80.00,0.80
33.97,390.00,5858.13,80.00,0.80
33.99,390.00,5859.93,80.00,0.80
34.00,390.00,5861.24,80.00,0.80
34.01,390.00,5861.88,80.00,0.80
34.03,390.00,5862.45,80.00,0.80
34.04,390.00,5862.99,80.00,0.80
34.05,390.00,5863.55,80.00,0.80
34.06,390.00,5864.03,80.00,0.80
34.07,390.00,5864.48,80.00,0.80
34.09,390.00,5864.91,80.00,0.80
34.10,390.00,5865.31,80.00,0.80
34.11,390.00,5865.76,80.00,0.80
34.12,390.00,5866.08,80.00,0.80
34.13,390.00,5866.47,80.00,0.80
34.14,390.00,5866.82,80.00,0.80
34.15,390.00,5867.17,80.00,0.80
34.16,390.00,5867.50,80.00,0.80
34.17,390.00,5867.82,80.00,0.80
34.18,390.00,5868.12,80.00,0.80
34.18,390.00,5868.39,80.00,0.80
34.19,390.00,5868.64,80.00,0.80
34.20,390.00,5868.87,80.00,0.80
34.21,390.00,5869.10,80.00,0.80
34.22,390.00,5869.32,80.00,0.80
34.23,390.00,5869.53,80.00,0.80
34.23,390.00,5869.53,80.00,0.80
34.24,390.00,5869.73,80.00,0.80
34.24,390.00,5869.91,80.00,0.80
34.25,390.00,5870.09,80.00,0.80
34.26,390.00,5870.26,80.00,0.80
34.27,390.00,5870.42,80.00,0.80
34.27,390.00,5870.57,80.00,0.80
34.28,390.00,5870.72,80.00,0.80
34.29,390.00,5870.85,80.00,0.80
34.30,390.00,5871.10,80.00,0.80
34.31,390.00,5871.21,80.00,0.80
34.31,390.00,5871.32,80.00,0.80
34.32,390.00,5871.42,80.00,0.80
34.33,390.00,5871.51,80.00,0.80
34.33,390.00,5871.60,80.00,0.80
34.34,390.00,5871.68,80.00,0.80
34.34,390.00,5871.76,80.00,0.80
34.35,390.00,5871.82,80.00,0.80
34.36,390.00,5871.88,80.00,0.80
34.36,390.00,5871.94,80.00,0.80
34.37,390.00,5872.00,80.00,0.80
34.37,390.00,5872.05,80.00,0.80
34.37,390.00,5872.05,80.00,0.80
34.38,390.00,5872.09,80.00,0.80
34.38,390.00,5872.13,80.00,0.80
34.39,390.00,5872.17,80.00,0.80
34.39,390.00,5872.20,80.00,0.80
34.40,390.00,5872.22,80.00,0.80
34.40,390.00,5872.25,80.00,0.80
34.41,390.00,5872.27,80.00,0.80
34.41,390.00,5872.28,80.00,0.80
34.42,390.00,5872.30,80.00,0.80
34.42,390.00,5872.30,80.00,0.80
34.43,390.00,5872.32,80.00,0.80
34.44,390.00,5872.32,80.00,0.80
34.44,390.00,5872.32,80.00,0.80
34.44,390.00,5872.31,80.00,0.80
34.45,390.00,5872.30,80.00,0.80
34.45,390.00,5872.29,80.00,0.80
34.46,390.00,5872.28,80.00,0.80
34.46,390.00,5872.27,80.00,0.80
34.47,390.00,5872.26,80.00,0.80
34.47,390.00,5872.24,80.00,0.80
34.47,390.00,5872.22,80.00,0.80
34.48,390.00,5872.20,80.00,0.80
34.50,390.00,5872.21,80.00,0.80
34.50,390.00,5872.20,80.00,0.80
34.50,390.00,5872.19,80.00,0.80
34.50,390.00,5872.18,80.00,0.80
34.50,390.00,5872.17,80.00,0.80
34.50,390.00,5872.16,80.00,0.80
34.50,390.00,5872.15,80.00,0.80
34.50,390.00,5872.13,80.00,0.80
34.50,390.00,5872.12,80.00,0.80
34.50,390.00,5872.11,80.00,0.80
34.50,390.00,5872.10,80.00,0.80
34.50,390.00,5872.09,80.00,0.80
34.53,390.00,5872.08,80.00,0.80
34.53,390.00,5872.07,80.00,0.80
34.54,390.00,5872.06,80.00,0.80
34.54,390.00,5872.05,80.00,0.80
34.55,390.00,5872.04,80.00,0.80
34.55,390.00,5872.03,80.00,0.80
34.55,390.00,5872.02,80.00,0.80
34.56,390.00,5872.01,80.00,0.80
34.56,390.00,5872.00,80.00,0.80
34.57,390.00,5871.99,80.00,0.80
34.57,390.00,5871.98,80.00,0.80
34.57,390.00,5871.97,80.00,0.80
34.57,390.00,5871.95,80.00,0.80
34.58,390.00,5871.94,80.00,0.80
34.58,390.00,5871.93,80.00,0.80
34.58,390.00,5871.92,80.00,0.80
34.58,390.00,5871.91,80.00,0.80
34.58,390.00,5871.90,80.00,0.80
34.58,390.00,5871.89,80.00,0.80
34.59,390.00,5871.88,80.00,0.80
34.59,390.00,5871.87,80.00,0.80
34.59,390.00,5871.86,80.00,0.80
34.59,390.00,5871.85,80.00,0.80
34.59,390.00,5871.84,80.00,0.80
34.60,390.00,5871.83,80.00,0.80
34.60,390.00,5871.82,80.00,0.80
34.60,390.00,5871.81,80.00,0.80
34.60,390.00,5871.80,80.00,0.80
34.60,390.00,5871.79,80.00,0.80
34.60,390.00,5871.77,80.00,0.80
34.61,390.00,5871.76,80.00,0.80
34.61,390.00,5871.75,80.00,0.80
34.61,390.00,5871.74,80.00,0.80
34.61,390.00,5871.73,80.00,0.80
34.61,390.00,5871.72,80.00,0.80
34.61,390.00,5871.71,80.00,0.80
34.62,390.00,5871.70,80.00,0.80
34.62,390.00,5871.69,80.00,0.80
34.62,390.00,5871.68,80.00,0.80
34.62,390.00,5871.67,80.00,0.80
34.62,390.00,5871.66,80.00,0.80
34.62,390.00,5871.65,80.00,0.80
34.62,390.00,5871.64,80.00,0.80
34.63,390.00,5871.63,80.00,0.80
34.63,390.00,5871.62,80.00,0.80
34.63,390.00,5871.61,80.00,0.80
34.63,390.00,5871.59,80.00,0.80
34.63,390.00,5871.58,80.00,0.80
34.64,390.00,5871.57,80.00,0.80
34.64,390.00,5871.56,80.00,0.80
34.64,390.00,5871.55,80.00,0.80
34.64,390.00,5871.54,80.00,0.80
34.64,390.00,5871.53,80.00,0.80
34.64,390.00,5871.52,80.00,0.80
34.64,390.00,5871.51,80.00,0.80
34.64,390.00,5871.50,80.00,0.80
34.64,390.00,5871.49,80.00,0.80
34.64,390.00,5871.48,80.00,0.80
34.64,390.00,5871.47,80.00,0.80
34.64,390.00,5871.46,80.00,0.80
34.65,390.00,5871.45,80.00,0.80
34.65,390.00,5871.44,80.00,0.80
34.65,390.00,5871.42,80.00,0.80
34.65,390.00,5871.41,80.00,0.80
34.65,390.00,5871.40,80.00,0.80
34.65,390.00,5871.39,80.00,0.80
34.65,390.00,5871.38,80.00,0.80
34.65,390.00,5871.37,80.00,0.80
34.65,390.00,5871.36,80.00,0.80
34.65,390.00,5871.35,80.00,0.80
34.65,390.00,5871.34,80.00,0.80
34.65,390.00,5871.33,80.00,0.80
34.66,390.00,5871.32,80.00,0.80
34.66,390.00,5871.31,80.00,0.80
34.66,390.00,5871.30,80.00,0.80
34.66,390.00,5871.29,80.00,0.80
34.66,390.00,5871.28,80.00,0.80
34.66,390.00,5871.27,80.00,0.80
34.66,390.00,5871.26,80.00,0.80
34.66,390.00,5871.24,80.00,0.80
34.66,390.00,5871.23,80.00,0.80
34.66,390.00,5871.22,80.00,0.80
34.66,390.00,5871.21,80.00,0.80
34.66,390.00,5871.20,80.00,0.80
34.67,390.00,5871.19,80.00,0.80
34.67,390.00,5871.18,80.00,0.80
34.67,390.00,5871.17,80.00,0.80
34.67,390.00,5871.16,80.00,0.80
34.67,390.00,5871.15,80.00,0.80
34.67,390.00,5871.14,80.00,0.80
34.67,390.00,5871.13,80.00,0.80
34.67,390.00,5871.12,80.00,0.80
34.67,390.00,5871.11,80.00,0.80
34.67,390.00,5871.10,80.00,0.80
34.67,390.00,5871.09,80.00,0.80
34.67,390.00,5871.08,80.00,0.80
34.68,390.00,5871.06,80.00,0.80
34.68,390.00,5871.05,80.00,0.80
34.68,390.00,5871.04,80.00,0.80
34.68,390.00,5871.03,80.00,0.80
34.68,390.00,5871.02,80.00,0.80
34.68,390.00,5871.01,80.00,0.80
34.68,390.00,5871.00,80.00,0.80
34.68,390.00,5870.99,80.00,0.80
34.68,390.00,5870.98,80.00,0.80
34.68,390.00,5870.97,80.00,0.80
34.68,390.00,5870.96,80.00,0.80
34.68,390.00,5870.95,80.00,0.80
34.68,390.00,5870.94,80.00,0.80
34.68,390.00,5870.93,80.00,0.80
34.68,390.00,5870.92,80.00,0.80
34.68,390.00,5870.91,80.00,0.80
34.68,390.00,5870.89,80.00,0.80
34.68,390.00,5870.88,80.00,0.80
34.68,390.00,5870.87,80.00,0.80
34.69,390.00,5870.86,80.00,0.80
34.69,390.00,5870.85,80.00,0.80
34.69,390.00,5870.84,80.00,0.80
34.69,390.00,5870.83,80.00,0.80
34.69,390.00,5870.82,80.00,0.80
34.69,390.00,5870.81,80.00,0.80
34.69,390.00,5870.80,80.00,0.80
34.69,390.00,5870.79,80.00,0.80
34.69,390.00,5870.78,80.00,0.80
34.69,390.00,5870.77,80.00,0.80
34.70,390.00,5870.76,80.00,0.80
34.70,390.00,5870.75,80.00,0.80
34.70,390.00,5870.74,80.00,0.80
34.70,390.00,5870.73,80.00,0.80
34.70,390.00,5870.71,80.00,0.80
34.70,390.00,5870.70,80.00,0.80
34.70,390.00,5870.69,80.00,0.80
34.70,390.00,5870.68,80.00,0.80
34.70,390.00,5870.67,80.00,0.80
34.70,390.00,5870.66,80.00,0.80
34.70,390.00,5870.65,80.00,0.80
34.70,390.00,5870.64,80.00,0.80
34.70,390.00,5870.63,80.00,0.80
34.70,390.00,5870.62,80.00,0.80
34.70,390.00,5870.61,80.00,0.80
34.70,390.00,5870.60,80.00,0.80
34.71,390.00,5870.59,80.00,0.80
34.71,390.00,5870.58,80.00,0.80
34.71,390.00,5870.57,80.00,0.80
34.71,390.00,5870.56,80.00,0.80
34.71,390.00,5870.55,80.00,0.80
34.71,390.00,5870.53,80.00,0.80
34.71,390.00,5870.52,80.00,0.80
34.71,390.00,5870.51,80.00,0.80
34.71,390.00,5870.50,80.00,0.80
34.71,390.00,5870.49,80.00,0.80
34.71,390.00,5870.48,80.00,0.80
34.71,390.00,5870.47,80.00,0.80
34.71,390.00,5870.46,80.00,0.80
34.71,390.00,5870.45,80.00,0.80
34.71,390.00,5870.44,80.00,0.80
34.71,390.00,5870.43,80.00,0.80
34.71,390.00,5870.42,80.00,0.80
34.71,390.00,5870.41,80.00,0.80
34.72,390.00,5870.40,80.00,0.80
34.72,390.00,5870.39,80.00,0.80
34.72,390.00,5870.38,80.00,0.80
34.72,390.00,5870.37,80.00,0.80
34.72,390.00,5870.35,80.00,0.80
34.72,390.00,5870.34,80.00,0.80
34.72,390.00,5870.33,80.00,0.80
34.72,390.00,5870.32,80.00,0.80
34.72,390.00,5870.31,80.00,0.80
34.72,390.00,5870.30,80.00,0.80
34.72,390.00,5870.29,80.00,0.80
34.72,390.00,5870.28,80.00,0.80
34.72,390.00,5870.27,80.00,0.80
34.72,390.00,5870.26,80.00,0.80
34.72,390.00,5870.25,80.00,0.80
34.72,390.00,5870.24,80.00,0.80
34.72,390.00,5870.23,80.00,0.80
34.72,390.00,5870.22,80.00,0.80
34.72,390.00,5870.21,80.00,0.80
34.72,390.00,5870.20,80.00,0.80
34.72,390.00,5870.18,80.00,0.80
34.72,390.00,5870.17,80.00,0.80
34.72,390.00,5870.16,80.00,0.80
34.72,390.00,5870.15,80.00,0.80
34.72,390.00,5870.14,80.00,0.80
34.72,390.00,5870.13,80.00,0.80
34.72,390.00,5870.12,80.00,0.80
34.72,390.00,5870.11,80.00,0.80
34.72,390.00,5870.10,80.00,0.80
34.72,390.00,5870.09,80.00,0.80
34.72,390.00,5870.08,80.00,0.80
34.72,390.00,5870.07,80.00,0.80
34.72,390.00,5870.06,80.00,0.80
34.72,390.00,5844.77,80.00,0.80
34.56,390.00,5752.63,80.00,0.80
33.83,390.00,5609.68,80.00,0.80
32.48,390.00,5425.38,80.00,0.80
30.67,390.00,5210.17,80.00,0.80
28.51,390.00,4976.46,80.00,0.80
26.11,390.00,4720.02,80.00,0.80
23.53,390.00,4385.02,80.00,0.80
20.76,390.00,3932.40,80.00,0.80
17.77,390.00,3296.94,80.00,0.80
14.76,390.00,2606.69,80.00,0.80
12.08,390.00,2109.48,80.00,0.80
9.98,390.00,1856.82,80.00,0.80
8.50,390.00,1769.51,80.00,0.80
7.71,390.00,1732.86,80.00,0.80
7.40,390.00,1710.99,80.00,0.80
7.30,390.00,1693.33,80.00,0.80
7.25,390.00,1677.47,80.00,0.80
7.19,390.00,1663.46,80.00,0.80
7.13,390.00,1651.19,80.00,0.80
7.08,390.00,1640.04,80.00,0.80
7.05,390.00,1629.68,80.00,0.80
7.02,390.00,1619.67,80.00,0.80
6.99,390.00,1609.84,80.00,0.80
6.96,390.00,1600.33,80.00,0.80
6.94,390.00,1591.27,80.00,0.80
6.91,390.00,1582.23,80.00,0.80
6.89,390.00,1573.49,80.00,0.80
6.88,390.00,1564.91,80.00,0.80
6.86,390.00,1556.51,80.00,0.80
6.84,390.00,1548.28,80.00,0.80
6.83,390.00,1540.26,80.00,0.80
6.81,390.00,1532.30,80.00,0.80
6.80,390.00,1524.64,80.00,0.80
6.78,390.00,1516.90,80.00,0.80
6.77,390.00,1509.38,80.00,0.80
6.76,390.00,1502.01,80.00,0.80
6.75,390.00,1494.86,80.00,0.80
6.73,390.00,1487.78,80.00,0.80
6.72,390.00,1480.85,80.00,0.80
6.71,390.00,1473.95,80.00,0.80
6.70,390.00,1467.30,80.00,0.80
6.69,390.00,1460.81,80.00,0.80
6.68,390.00,1454.36,80.00,0.80
6.67,390.00,1448.25,80.00,0.80
6.66,390.00,1442.18,80.00,0.80
6.65,390.00,1436.22,80.00,0.80
6.64,390.00,1430.37,80.00,0.80
6.63,390.00,1424.53,80.00,0.80
6.62,390.00,1418.92,80.00,0.80
6.62,390.00,1413.55,80.00,0.80
6.61,390.00,1408.11,80.00,0.80
6.60,390.00,1402.71,80.00,0.80
6.59,390.00,1397.70,80.00,0.80
6.58,390.00,1392.70,80.00,0.80
6.58,390.00,1387.87,80.00,0.80
6.57,390.00,1383.06,80.00,0.80
6.56,390.00,1378.35,80.00,0.80
6.55,390.00,1373.80,80.00,0.80
6.55,390.00,1369.33,80.00,0.80
6.54,390.00,1364.97,80.00,0.80
6.53,390.00,1360.65,80.00,0.80
6.52,390.00,1356.48,80.00,0.80
6.52,390.00,1352.39,80.00,0.80
6.51,390.00,1348.40,80.00,0.80
6.51,390.00,1344.49,80.00,0.80
6.50,390.00,1340.67,80.00,0.80
6.49,390.00,1336.93,80.00,0.80
6.49,390.00,1333.27,80.00,0.80
6.48,390.00,1329.70,80.00,0.80
6.48,390.00,1326.21,80.00,0.80
6.47,390.00,1322.79,80.00,0.80
6.47,390.00,1319.46,80.00,0.80
6.46,390.00,1316.20,80.00,0.80
6.46,390.00,1313.01,80.00,0.80
6.45,390.00,1309.90,80.00,0.80
6.45,390.00,1306.86,80.00,0.80
6.44,390.00,1303.89,80.00,0.80
6.44,390.00,1300.99,80.00,0.80
6.44,390.00,1298.16,80.00,0.80
6.43,390.00,1295.39,80.00,0.80
6.43,390.00,1292.69,80.00,0.80
6.42,390.00,1290.05,80.00,0.80
6.42,390.00,1287.48,80.00,0.80
6.42,390.00,1284.97,80.00,0.80
6.41,390.00,1282.51,80.00,0.80
6.41,390.00,1280.12,80.00,0.80
6.41,390.00,1277.79,80.00,0.80
6.40,390.00,1275.52,80.00,0.80
6.40,390.00,1273.30,80.00,0.80
6.40,390.00,1271.13,80.00,0.80
6.39,390.00,1269.03,80.00,0.80
6.39,390.00,1266.97,80.00,0.80
6.39,390.00,1264.97,80.00,0.80
6.39,390.00,1263.01,80.00,0.80
6.38,390.00,1261.11,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.36,390.00,1241.87,80.00,0.80
6.35,390.00,1241.87,80.00,0.80
6.35,390.00,1241.87,80.00,0.80
6.35,390.00,1241.87,80.00,0.80
6.35,390.00,1241.87,80.00,0.80
6.35,390.00,1241.87,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.33,390.00,1219.34,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.31,390.00,1214.05,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.30,390.00,1211.26,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.27,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.28,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.29,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.30,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.31,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.33,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.34,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
6.35,390.00,1257.41,80.00,0.80
